Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
アブドゥジョホマン;590000;U17;1930;1930;1990;1990;2;2;0;0;0;4;0;L160000;1930;1943;x
チャン・シーリャン;590001;U17;1930;1930;1938;1990;1;2;32;1;0;4;0;L160001;1930;1960;x
チアン・ヨウフェン;590002;U17;1930;1990;1990;1990;3;2;0;0;0;4;0;L160002;1930;1960;x
ダレリム・カーン;590003;U17;1930;1941;1990;1990;3;3;0;1;0;4;0;L160003;1930;1942;x
フェドユンスキー;590004;U17;1938;1990;1990;1990;3;2;4;0;0;4;0;L160004;1938;1943;x
ガーイ;590005;U17;1940;1990;1990;1990;3;2;2;0;0;4;0;L160005;1940;1960;x
ガーニ・バトゥア;590006;U17;1930;1990;1990;1990;3;2;16;0;0;4;0;L160006;1930;1944;x
ハ・ユリアン;590007;U17;1930;1941;1990;1990;3;2;0;1;0;4;0;L160007;1930;1960;x
ス・ヨウシン;590008;U17;1930;1943;1990;1990;3;2;256;1;0;4;0;L160008;1930;1960;x
フセイノフ;590009;U17;1930;1990;1990;1990;3;2;1;0;0;2;0;L160009;1930;1941;x
イシャクジャン・モンハキエフ;590010;U17;1930;1938;1942;1990;2;3;4;2;0;4;0;L160010;1930;1960;x
カザリアン;590011;U17;1930;1990;1990;1990;3;2;16;0;0;1;0;L160011;1930;1942;x
リュー・チェンシン;590012;U17;1930;1990;1990;1990;3;2;1;0;0;5;0;L160012;1930;1960;x
リュー・ピン;590013;U17;1930;1990;1990;1990;3;2;4;0;0;4;0;L160013;1930;1960;x
マ・フシャン;590014;U17;1930;1930;1990;1990;2;3;4;0;0;1;0;L160014;1930;1941;x
マハムッド;590015;U17;1930;1930;1930;1990;1;3;2;1;0;1;0;L160015;1930;1944;x
オスマン・バトゥア;590016;U17;1930;1930;1990;1990;2;3;20;1;0;1;0;L160016;1930;1941;x
パペンガット;590017;U17;1930;1930;1990;1990;2;4;514;1;0;3;0;L160017;1930;1939;x
ポリノフ;590018;U17;1930;1941;1990;1990;3;2;4;1;0;3;0;L160018;1930;1944;x
サフィウリン;590019;U17;1930;1930;1990;1990;2;2;4;0;0;4;0;L160019;1930;1942;x
セナングタイェフ;590020;U17;1930;1990;1990;1990;3;2;16;0;0;4;0;L160020;1930;1942;x
セイピディン;590021;U17;1930;1939;1942;1990;2;3;1;2;0;4;0;L160021;1930;1960;x
