AFG;HQ;アフガニスタン第1軍
AFG;HQ;アフガニスタン第2軍
AFG;HQ;アフガニスタン第3軍
AFG;HQ;アフガニスタン第4軍
AFG;HQ;アフガニスタン第5軍
AFG;HQ;アフガニスタン第6軍
AFG;Inf;ファイザーバード師団
AFG;Inf;ガズニ師団
AFG;Inf;ヘラート師団
AFG;Inf;ジャララバード師団
AFG;Inf;カンダハル師団
AFG;Inf;マイメネ師団
AFG;Inf;マザリシャリフ師団
AFG;Inf;ザヒル・シャー師団
AFG;Inf;アブドル・ラーマン師団
AFG;Inf;ナディル・シャー師団
AFG;Inf;ドスト・モハメッド師団
AFG;Inf;シャー・シュジャ師団
AFG;Inf;タロカン師団
AFG;Inf;クンドゥズ師団
AFG;Inf;ホルム師団
AFG;Inf;アイバク師団
AFG;Inf;シェベルガーン師団
AFG;Inf;バルフ師団
AFG;Inf;メイマネ師団
AFG;Inf;ダウラタバード師団
AFG;Inf;タリンコウト師団
AFG;Inf;ダラト師団
AFG;Inf;カーシュ師団
AFG;Inf;ラシュカルガー師団
AFG;Inf;ミラバード師団
AFG;Cav;ファイザーバード騎兵隊
AFG;Cav;ガズニ騎兵隊
AFG;Cav;ヘラート騎兵隊
AFG;Cav;ジャララバード騎兵隊
AFG;Cav;カンダハル騎兵隊
AFG;Cav;マイメネ騎兵隊
AFG;Cav;マザリシャリフ騎兵隊
AFG;Cav;ザヒル・シャー騎兵隊
AFG;Cav;アブドル・ラーマン騎兵隊
AFG;Cav;ナディル・シャー騎兵隊
AFG;Gar;ファイザーバード師団
AFG;Gar;ガズニ師団
AFG;Gar;ヘラート師団
AFG;Gar;ジャララバード師団
AFG;Gar;カンダハル師団
AFG;Gar;マイメネ師団
AFG;Gar;マザリシャリフ師団
AFG;Gar;ザヒル・シャー師団
AFG;Gar;アブドル・ラーマン師団
AFG;Gar;ナディル・シャー師団
AFG;Gar;ドスト・モハメッド師団
AFG;Gar;シャー・シュジャ師団
AFG;Gar;タロカン師団
AFG;Gar;クンドゥズ師団
AFG;Gar;ホルム師団
AFG;Gar;アイバク師団
AFG;Gar;シェベルガーン師団
AFG;Gar;バルフ師団
AFG;Gar;メイマネ師団
AFG;Gar;ダウラタバード師団
AFG;Gar;タリンコウト師団
AFG;Gar;ダラト師団
AFG;Gar;カーシュ師団
AFG;Gar;ラシュカルガー師団
AFG;Mot;ファイザーバード自動車化師団
AFG;Mot;ガズニ自動車化師団
AFG;Mot;ヘラート自動車化師団
AFG;Mot;ジャララバード自動車化師団
AFG;Mot;カンダハル自動車化師団
AFG;Mot;マイメネ自動車化師団
AFG;Mot;マザリシャリフ自動車化師団
AFG;Mot;ザヒル・シャー自動車化師団
AFG;Mot;アブドル・ラーマン自動車化師団
AFG;Mot;ナディル・シャー自動車化師団
AFG;Mot;ドスト・モハメッド自動車化師団
AFG;Mot;シャー・シュジャ自動車化師団
AFG;Mec;ファイザーバード半装軌車化師団
AFG;Mec;ガズニ半装軌車化師団
AFG;Mec;ヘラート半装軌車化師団
AFG;Mec;ジャララバード半装軌車化師団
AFG;Mec;カンダハル半装軌車化師団
AFG;Mec;マイメネ半装軌車化師団
AFG;Mec;マザリシャリフ半装軌車化師団
AFG;Mec;ザヒル・シャー半装軌車化師団
AFG;Mec;アブドル・ラーマン半装軌車化師団
AFG;Mec;ナディル・シャー半装軌車化師団
AFG;Mec;ドスト・モハメッド半装軌車化師団
AFG;Mec;シャー・シュジャ半装軌車化師団
AFG;L ARM;ファイザーバード機甲師団
AFG;L ARM;ガズニ機甲師団
AFG;L ARM;ヘラート機甲師団
AFG;L ARM;ジャララバード機甲師団
AFG;L ARM;カンダハル機甲師団
AFG;L ARM;マイメネ機甲師団
AFG;L ARM;マザリシャリフ機甲師団
AFG;L ARM;ザヒル・シャー機甲師団
AFG;L ARM;アブドル・ラーマン機甲師団
AFG;L ARM;ナディル・シャー機甲師団
AFG;L ARM;ドスト・モハメッド機甲師団
AFG;L ARM;シャー・シュジャ機甲師団
AFG;Arm;ファイザーバード機甲師団
AFG;Arm;ガズニ機甲師団
AFG;Arm;ヘラート機甲師団
AFG;Arm;ジャララバード機甲師団
AFG;Arm;カンダハル機甲師団
AFG;Arm;マイメネ機甲師団
AFG;Arm;マザリシャリフ機甲師団
AFG;Arm;ザヒル・シャー機甲師団
AFG;Arm;アブドル・ラーマン機甲師団
AFG;Arm;ナディル・シャー機甲師団
AFG;Arm;ドスト・モハメッド機甲師団
AFG;Arm;シャー・シュジャ機甲師団
AFG;Par;ファイザーバード空挺師団
AFG;Par;ガズニ空挺師団
AFG;Par;ヘラート空挺師団
AFG;Par;ジャララバード空挺師団
AFG;Par;カンダハル空挺師団
AFG;Par;マイメネ空挺師団
AFG;Par;マザリシャリフ空挺師団
AFG;Par;ザヒル・シャー空挺師団
AFG;Par;アブドル・ラーマン空挺師団
AFG;Par;ナディル・シャー空挺師団
AFG;Par;ドスト・モハメッド空挺師団
AFG;Par;シャー・シュジャ空挺師団
AFG;Mar;ファイザーバード海兵師団
AFG;Mar;ガズニ海兵師団
AFG;Mar;ヘラート海兵師団
AFG;Mar;ジャララバード海兵師団
AFG;Mar;カンダハル海兵師団
AFG;Mar;マイメネ海兵師団
AFG;Mar;マザリシャリフ海兵師団
AFG;Mar;ザヒル・シャー海兵師団
AFG;Mar;アブドル・ラーマン海兵師団
AFG;Mar;ナディル・シャー海兵師団
AFG;Mar;ドスト・モハメッド海兵師団
AFG;Mar;シャー・シュジャ海兵師団
AFG;Mtn;ファイザーバード山岳師団
AFG;Mtn;ガズニ山岳師団
AFG;Mtn;ヘラート山岳師団
AFG;Mtn;ジャララバード山岳師団
AFG;Mtn;カンダハル山岳師団
AFG;Mtn;マイメネ山岳師団
AFG;Mtn;マザリシャリフ山岳師団
AFG;Mtn;ザヒル・シャー山岳師団
AFG;Mtn;アブドル・ラーマン山岳師団
AFG;Mtn;ナディル・シャー山岳師団
AFG;Mtn;ドスト・モハメッド山岳師団
AFG;Mtn;シャー・シュジャ山岳師団
AFG;Mtn;タロカン山岳師団
AFG;Mtn;クンドゥズ山岳師団
AFG;Mtn;ホルム山岳師団
AFG;Mil;ファイザーバード民兵団
AFG;Mil;ガズニ民兵団
AFG;Mil;ヘラート民兵団
AFG;Mil;ジャララバード民兵団
AFG;Mil;カンダハル民兵団
AFG;Mil;マイメネ民兵団
AFG;Mil;マザリシャリフ民兵団
AFG;Mil;ザヒル・シャー民兵団
AFG;Mil;アブドル・ラーマン民兵団
AFG;Mil;ナディル・シャー民兵団
AFG;Mil;ドスト・モハメッド民兵団
AFG;Mil;シャー・シュジャ民兵団
AFG;Mil;タロカン民兵団
AFG;Mil;クンドゥズ民兵団
AFG;Mil;ホルム民兵団
AFG;Mil;アイバク民兵団
AFG;Mil;シェベルガーン民兵団
AFG;Mil;バルフ民兵団
AFG;Mil;メイマネ民兵団
AFG;Mil;ダウラタバード民兵団
AFG;Mil;タリンコウト民兵団
AFG;Mil;ダラト民兵団
AFG;Mil;カーシュ民兵団
AFG;Mil;ラシュカルガー民兵団
AFG;Fig;第1戦闘航空隊
AFG;Fig;第2戦闘航空隊
AFG;Fig;第3戦闘航空隊
AFG;Fig;第4戦闘航空隊
AFG;Fig;第5戦闘航空隊
AFG;Fig;第6戦闘航空隊
AFG;Fig;第7戦闘航空隊
AFG;Int F;第1戦闘航空隊
AFG;Int F;第2戦闘航空隊
AFG;Int F;第3戦闘航空隊
AFG;Int F;第4戦闘航空隊
AFG;Int F;第5戦闘航空隊
AFG;Int F;第6戦闘航空隊
AFG;Int F;第7戦闘航空隊
AFG;Str;第1戦略航空隊
AFG;Str;第2戦略航空隊
AFG;Str;第3戦略航空隊
AFG;Str;第4戦略航空隊
AFG;Str;第5戦略航空隊
AFG;Str;第6戦略航空隊
AFG;Str;第7戦略航空隊
AFG;Tac;第1戦術航空隊
AFG;Tac;第2戦術航空隊
AFG;Tac;第3戦術航空隊
AFG;Tac;第4戦術航空隊
AFG;Tac;第5戦術航空隊
AFG;Tac;第6戦術航空隊
AFG;Tac;第7戦術航空隊
AFG;CAS;第1急降下爆撃機群
AFG;CAS;第2急降下爆撃機群
AFG;CAS;第3急降下爆撃機群
AFG;CAS;第4急降下爆撃機群
AFG;CAS;第5急降下爆撃機群
AFG;CAS;第6急降下爆撃機群
AFG;CAS;第7急降下爆撃機群
AFG;Nav;海軍第1爆撃航空隊
AFG;Nav;海軍第2爆撃航空隊
AFG;Nav;海軍第3爆撃航空隊
AFG;Nav;海軍第4爆撃航空隊
AFG;Nav;海軍第5爆撃航空隊
AFG;Nav;海軍第6爆撃航空隊
AFG;Nav;海軍第7爆撃航空隊
AFG;Nav;第1雷撃航空隊
AFG;Nav;第2雷撃航空隊
AFG;Nav;第3雷撃航空隊
AFG;Nav;第4雷撃航空隊
AFG;Nav;第5雷撃航空隊
AFG;Nav;第6雷撃航空隊
AFG;Nav;第7雷撃航空隊
AFG;Trp;第1航空輸送群
AFG;Trp;第2航空輸送群
AFG;Trp;第3航空輸送群
AFG;BB;RAS アフガニスタン
AFG;BB;RAS カブール
AFG;BB;RAS パシュトゥーン
AFG;CA;RAS ファイザーバード
AFG;CA;RAS ガズニ
AFG;CA;RAS ヘラート
AFG;CA;RAS ジャララバード
AFG;CA;RAS カンダハル
AFG;CA;RAS マイメネ
AFG;CA;RAS マザリシャリフ
AFG;CV;RAS ザヒル・シャー
